year,reporter_code,reporter_iso,flow,product_code,value_usd
2018,276,,X,8471,9916410.255
2018,276,,X,8471,27023490.322
2018,276,,X,8471,36727.161
2018,276,,X,8471,12734015895.878
2018,276,,X,8471,12736277170.778
2018,276,,X,8471,27023490.322
2018,276,,X,8471,36727.161
2018,276,,X,8471,61263.135
2018,276,,X,8471,29179.448
2018,276,,X,8471,196912.832
2018,276,,X,8471,287355.415
2018,276,,X,8471,38222.998
2018,276,,X,8471,5905179.006
2018,276,,X,8471,51798.956
2018,276,,X,8471,5995200.959
2018,276,,X,8471,1231229.509
2018,276,,X,8471,6659041.676
2018,276,,X,8471,2026139.07
2018,276,,X,8471,9916410.255
2018,276,,X,8471,27023490.322
2018,276,,X,8471,36727.161
2018,276,,X,8471,12734015895.878
2018,276,,X,8471,12736277170.778
2018,276,,X,8471,27023490.322
2018,276,,X,8471,36727.161
2018,276,,X,8471,378910873.75
2018,276,,X,8471,2304368543.129
2018,276,,X,8471,243555822.787
2018,276,,X,8471,15687911353.027
2018,276,,X,8471,378910873.75
2018,276,,X,8471,2316961943.259
2018,276,,X,8471,244900114.387
2018,276,,X,8471,15704110319.657
2018,276,,X,8471,378910873.75
2018,276,,X,8471,2304368543.129
2018,276,,X,8471,243555822.787
2018,276,,X,8471,15687911353.027
2018,276,,X,8471,378910873.75
2018,276,,X,8471,2316961943.259
2018,276,,X,8471,244900114.387
2018,276,,X,8471,15704110319.657
2018,276,,X,8703,75205.372
2018,276,,X,8703,461594.388
2018,276,,X,8703,124825.558
2018,276,,X,8703,586419.946
2018,276,,X,8703,600562447.135
2018,276,,X,8703,61660487.789
2018,276,,X,8703,50935848910.871
2018,276,,X,8703,45442641.243
2018,276,,X,8703,2309790329.413
2018,276,,X,8703,53953304816.451
2018,276,,X,8703,215027479.462
2018,276,,X,8703,5576317.079
2018,276,,X,8703,158157759.395
2018,276,,X,8703,60774544.872
2018,276,,X,8703,439611306.179
2018,276,,X,8703,171748.275
2018,276,,X,8703,1640691.746
2018,276,,X,8703,171748.275
2018,276,,X,8703,1640691.746
2018,276,,X,8703,461594.388
2018,276,,X,8703,124825.558
2018,276,,X,8703,586419.946
2018,276,,X,8703,600562447.135
2018,276,,X,8703,61660487.789
2018,276,,X,8703,50935848910.871
2018,276,,X,8703,2309790329.413
2018,276,,X,8703,45442641.243
2018,276,,X,8703,53953304816.451
2018,276,,X,8703,215027479.462
2018,276,,X,8703,5576317.079
2018,276,,X,8703,158157759.395
2018,276,,X,8703,60774544.872
2018,276,,X,8703,439611306.179
2018,276,,X,8703,171748.275
2018,276,,X,8703,1640691.746
2018,276,,X,8703,171748.275
2018,276,,X,8703,1640691.746
2018,276,,X,8703,75205.372
2018,276,,X,8703,1667026500.423
2018,276,,X,8703,26340688633.642
2018,276,,X,8703,13120831.417
2018,276,,X,8703,365639401.188
2018,276,,X,8703,35196681520.05
2018,276,,X,8703,36803841772.178
2018,276,,X,8703,100388811098.918
2018,276,,X,8703,1712544347.038
2018,276,,X,8703,28808636722.45
2018,276,,X,8703,13120831.417
2018,276,,X,8703,432876206.055
2018,276,,X,8703,86348019504.771
2018,276,,X,8703,37465303589.742
2018,276,,X,8703,154782313641.495
2018,276,,X,8703,1667026500.423
2018,276,,X,8703,26340688633.642
2018,276,,X,8703,13120831.417
2018,276,,X,8703,365639401.188
2018,276,,X,8703,35196681520.05
2018,276,,X,8703,36803841772.178
2018,276,,X,8703,100388811098.918
2018,276,,X,8703,1712544347.038
2018,276,,X,8703,28808636722.45
2018,276,,X,8703,13120831.417
2018,276,,X,8703,432876206.055
2018,276,,X,8703,86348019504.771
2018,276,,X,8703,37465303589.742
2018,276,,X,8703,154782313641.495
2018,392,,X,8541,9148787431.762
2018,392,,X,8471,1823701492.553
2018,392,,X,3004,3945000974.82
2018,392,,X,8703,99131612855.779
2018,410,,X,8541,6014560228.0
2018,410,,X,8471,6012482891.0
2018,410,,X,8703,38248045958.0
2018,826,,X,8471,4346062132.413
2018,826,,X,8471,4346062132.413
2018,826,,X,3004,18928422151.655
2018,826,,X,3004,18928422151.655
2018,764,,X,8541,1810847834.06
2018,764,,X,8541,878018334.08
2018,764,,X,8541,1014.54
2018,764,,X,8541,203636054.87
2018,764,,X,8541,729192430.57
2018,764,,X,8471,12840062969.38
2018,764,,X,8471,8242876753.75
2018,764,,X,8471,9.99
2018,764,,X,8471,2346698.17
2018,764,,X,8471,3163239596.3
2018,764,,X,8471,1425993029.44
2018,764,,X,8471,5606881.73
2018,764,,X,3004,79557399.53
2018,764,,X,3004,207559378.93
2018,764,,X,3004,171.6
2018,764,,X,3004,2431536.42
2018,764,,X,3004,884.9
2018,764,,X,3004,98539441.96
2018,764,,X,3004,388088813.34
2018,458,,X,8541,2419747751.675
2018,458,,X,8541,1505667741.143
2018,458,,X,8541,4850621772.584
2018,458,,X,8541,8776037265.401
2018,458,,X,8471,456771466.571
2018,458,,X,8471,6983454892.81
2018,458,,X,8471,1922784522.158
2018,458,,X,8471,9363010881.539
2018,458,,X,3004,48711284.587
2018,458,,X,3004,185094853.336
2018,458,,X,3004,110030050.472
2018,458,,X,3004,26353518.277
2019,156,,X,8541,34562899830.0
2019,156,,X,3004,3819770004.0
2019,156,,X,8703,8633018198.0
2019,276,,X,8471,22742.006
2019,276,,X,8471,22742.006
2019,276,,X,8471,30460431.24
2019,276,,X,8471,30460431.24
2019,276,,X,8471,1856184.948
2019,276,,X,8471,1077555.053
2019,276,,X,8471,13292250.021
2019,276,,X,8471,6295409.003
2019,276,,X,8471,16225990.022
2019,276,,X,8471,6890706.807
2019,276,,X,8471,313201.326
2019,276,,X,8471,49406.823
2019,276,,X,8471,66134.747
2019,276,,X,8471,197659.756
2019,276,,X,8471,85351.372
2019,276,,X,8471,509946.431
2019,276,,X,8471,380057214.617
2019,276,,X,8471,12006056273.493
2019,276,,X,8471,2342504828.801
2019,276,,X,8471,281891602.434
2019,276,,X,8471,280662561.262
2019,276,,X,8471,2322867762.954
2019,276,,X,8471,12003492482.357
2019,276,,X,8471,380057214.617
2019,276,,X,8471,15040993092.589
2019,276,,X,8471,15017563194.435
2019,276,,X,3004,14125159029.896
2019,276,,X,3004,56464498818.456
2019,276,,X,3004,49657178.316
2019,276,,X,3004,9117027.581
2019,276,,X,3004,243081.074
2019,276,,X,3004,30905966433.401
2019,276,,X,3004,3853770.225
2019,276,,X,3004,393277873.332
2019,276,,X,3004,11094812487.718
2019,276,,X,3004,3853770.225
2019,276,,X,3004,11066900751.955
2019,276,,X,3004,393277873.332
2019,276,,X,3004,30887257257.954
2019,276,,X,3004,842381.175
2019,276,,X,3004,11310913.512
2019,276,,X,3004,14112966083.916
2019,276,,X,3004,56523312675.646
2019,276,,X,3004,6349502.152
2019,276,,X,3004,1925144.253
2019,276,,X,3004,39651.293
2019,276,,X,3004,39651.293
2019,276,,X,3004,12359673.295
2019,276,,X,3004,25986591.509
2019,276,,X,3004,243081.074
2019,276,,X,8703,26839724768.804
2019,276,,X,8703,13873183.215
2019,276,,X,8703,35331254654.926
2019,276,,X,8703,79432424528.359
2019,276,,X,8703,37875976010.913
2019,276,,X,8703,34798226102.218
2019,276,,X,8703,13873183.215
2019,276,,X,8703,24063979641.694
2019,276,,X,8703,143884830151.763
2019,276,,X,8703,98961604629.153
2019,276,,X,8703,462884740.027
2019,276,,X,8703,13347781.758
2019,276,,X,8703,200829581.666
2019,276,,X,8703,75200440.656
2019,276,,X,8703,173442003.569
2019,276,,X,8703,524201.327
2019,276,,X,8703,38844670.065
2019,276,,X,8703,41355450773.235
2019,276,,X,8703,2602303123.541
2019,276,,X,8703,457472073.27
2019,276,,X,8703,5745941.144
2019,276,,X,8703,44459816581.255
2019,276,,X,8703,1630190696.592
2019,276,,X,8703,636960158.945
2019,276,,X,8703,584767707.122
2019,276,,X,8703,1624379823.069
2019,276,,X,8703,168162.544
2019,276,,X,8703,356038.783
2019,276,,X,8703,402160.923
2019,276,,X,8703,402160.923
2019,276,,X,8703,64932.378
2019,392,,X,8471,1696891895.444
2019,392,,X,8703,98012664277.096
2019,410,,X,8471,1049929917.0
2019,410,,X,3004,803803224.0
2019,826,,X,8541,236647361.938
2019,826,,X,8541,7359849.924
2019,826,,X,8541,5730486.882
2019,826,,X,8541,436269304.987
2019,826,,X,8541,686007003.731
2019,826,,X,8541,686007003.731
2019,826,,X,8541,436269304.987
2019,826,,X,8541,236647361.938
2019,826,,X,8541,7359849.924
2019,826,,X,8541,5730486.882
2019,826,,X,8471,3086389366.475
2019,826,,X,8471,59870301.456
2019,826,,X,8471,112197569.011
2019,826,,X,8471,1601698695.021
2019,826,,X,8471,4860155931.963
2019,826,,X,8471,4860155931.963
2019,826,,X,8471,1601698695.021
2019,826,,X,8471,112197569.011
2019,826,,X,8471,59870301.456
2019,826,,X,8471,3086389366.475
2019,826,,X,3004,495337932.132
2019,826,,X,3004,18038873722.575
2019,826,,X,3004,8583202726.025
2019,826,,X,3004,6409111509.287
2019,826,,X,3004,8583202726.025
2019,826,,X,3004,495337932.132
2019,826,,X,3004,18038873722.575
2019,826,,X,3004,6409111509.287
2019,826,,X,3004,2551221555.132
2019,826,,X,3004,2551221555.132
2019,764,,X,8541,1468683.177
2019,764,,X,8541,410283.079
2019,764,,X,8541,13802934.679
2019,764,,X,8541,9631995.082
2019,764,,X,8541,6997603.173
2019,764,,X,8541,351694994.122
2019,764,,X,8541,2085427.919
2019,764,,X,8541,50.01
2019,764,,X,8541,275.061
2019,764,,X,8541,15.147
2019,764,,X,8541,15608.387
2019,764,,X,8541,341340.997
2019,764,,X,8541,70963.6
2019,764,,X,8541,716709.422
2019,764,,X,8541,224515.239
2019,764,,X,8541,27795.405
2019,764,,X,8541,22830.449
2019,764,,X,8541,23772.974
2019,764,,X,8541,3673.505
2019,764,,X,8541,3943.39
2019,764,,X,8541,35270.567
2019,764,,X,8541,1624666.435
2019,764,,X,8541,5975.515
2019,764,,X,8541,339.816
2019,764,,X,8541,301.692
2019,764,,X,8541,0.896
2019,764,,X,8541,2642715.816
2019,764,,X,8541,38967623.765
2019,764,,X,8541,29.876
2019,764,,X,8541,49.992
2019,764,,X,8541,457.615
2019,764,,X,8541,22.292
2019,764,,X,8541,59.467
2019,764,,X,8541,200.006
2019,764,,X,8541,52.969
2019,764,,X,8541,2663148.25
2019,764,,X,8541,178884.376
2019,764,,X,8541,316.839
2019,764,,X,8541,89634.78
2019,764,,X,8541,41466.742
2019,764,,X,8541,13611.463
2019,764,,X,8541,162779.517
2019,764,,X,8541,30756538.364
2019,764,,X,8541,171277.81
2019,764,,X,8541,31435.838
2019,764,,X,8541,396165.017
2019,764,,X,8541,684.466
2019,764,,X,8541,3723.368
2019,764,,X,8541,1.487
2019,764,,X,8541,21729798.447
2019,764,,X,8541,560068.253
2019,764,,X,8541,1485805.417
2019,764,,X,8541,1485805.417
2019,764,,X,8541,809595758.319
2019,764,,X,8541,506355170.722
2019,764,,X,8541,868402546.663
2019,764,,X,8541,52.969
2019,764,,X,8541,265.009
2019,764,,X,8541,50.01
2019,764,,X,8541,48.491
2019,764,,X,8541,104.984
2019,764,,X,8541,242.771
2019,764,,X,8541,817.17
2019,764,,X,8541,149766.039
2019,764,,X,8541,1.387
2019,764,,X,8541,88702486.169
2019,764,,X,8541,428.031
2019,764,,X,8541,3967236.626
2019,764,,X,8541,3499852.544
2019,764,,X,8541,159154.422
2019,764,,X,8541,589729.348
2019,764,,X,8541,1.387
2019,764,,X,8541,27795.405
2019,764,,X,8541,40171021.31
2019,764,,X,8541,4284313.425
2019,764,,X,8541,16168.102
2019,764,,X,8541,236.395
2019,764,,X,8541,236.395
2019,764,,X,8541,226.138
2019,764,,X,8541,226.138
2019,764,,X,8541,32700718.718
2019,764,,X,8541,23799279.755
2019,764,,X,8541,191045158.323
2019,764,,X,8541,2400488.251
2019,764,,X,8541,251461778.404
2019,764,,X,8541,0.132
2019,764,,X,8541,384.055
2019,764,,X,8541,275.061
2019,764,,X,8541,5214.139
2019,764,,X,8541,123269.818
2019,764,,X,8541,5532.996
2019,764,,X,8541,4086.149
2019,764,,X,8541,428.031
2019,764,,X,8541,1124708.991
2019,764,,X,8541,396057.988
2019,764,,X,8541,33763822.014
2019,764,,X,8541,44879.974
2019,764,,X,8541,234845.521
2019,764,,X,8541,2.199
2019,764,,X,8541,166.227
2019,764,,X,8541,199.505
2019,764,,X,8541,48927.397
2019,764,,X,8541,30255.638
2019,764,,X,8541,134.535
2019,764,,X,8541,20252.721
2019,764,,X,8541,2727.526
2019,764,,X,8541,15968.597
2019,764,,X,8541,498866.819
2019,764,,X,8541,90674052.747
2019,764,,X,8541,4336.649
2019,764,,X,8541,44484.75
2019,764,,X,8541,670056.722
2019,764,,X,8541,3839.731
2019,764,,X,8541,4188625.962
2019,764,,X,8541,875863.844
2019,764,,X,8541,0.896
2019,764,,X,8541,72.888
2019,764,,X,8541,837776.791
2019,764,,X,8541,24424139.168
2019,764,,X,8541,837776.791
2019,764,,X,8541,0.132
2019,764,,X,8541,88.392
2019,764,,X,8541,104.984
2019,764,,X,8541,140.001
2019,764,,X,8541,59.467
2019,764,,X,8541,338.212
2019,764,,X,8541,171277.81
2019,764,,X,8541,2474.528
2019,764,,X,8541,188964218.441
2019,764,,X,8541,270187.615
2019,764,,X,8541,562312.548
2019,764,,X,8541,29.026
2019,764,,X,8541,38798.068
2019,764,,X,8541,5916076.183
2019,764,,X,8541,4476.982
2019,764,,X,8541,1.069
2019,764,,X,8541,13804.694
2019,764,,X,8541,34835815.792
2019,764,,X,8541,676216.155
2019,764,,X,8541,839.44
2019,764,,X,8541,34417.73
2019,764,,X,8541,55083.852
2019,764,,X,8541,707651.994
2019,764,,X,8541,653.063
2019,764,,X,8541,731.303
2019,764,,X,8541,269.008
2019,764,,X,8541,9352.804
2019,764,,X,8541,2365217.684
2019,764,,X,8541,98959516.621
2019,764,,X,8541,10114731.087
2019,764,,X,8541,6727415.558
2019,764,,X,8541,141511053.193
2019,764,,X,8541,8900132.995
2019,764,,X,8541,140.001
2019,764,,X,8541,19.99
2019,764,,X,8541,22.292
2019,764,,X,8541,817.17
2019,764,,X,8541,57940874.755
2019,764,,X,8541,89634.78
2019,764,,X,8541,6407199.296
2019,764,,X,8541,4336.649
2019,764,,X,8541,8764529.163
2019,764,,X,8541,178884.376
2019,764,,X,8541,1674.826
2019,764,,X,8541,39475.466
2019,764,,X,8541,2712470.728
2019,764,,X,8541,48927.397
2019,764,,X,8541,134.535
2019,764,,X,8541,36780.575
2019,764,,X,8541,2474.528
2019,764,,X,8541,123269.818
2019,764,,X,8541,3723.368
2019,764,,X,8541,2988.992
2019,764,,X,8541,1124795.719
2019,764,,X,8541,6109.016
2019,764,,X,8541,339.816
2019,764,,X,8541,60635967.504
2019,764,,X,8541,1107050.568
2019,764,,X,8541,4821329.114
2019,764,,X,8541,49.992
2019,764,,X,8541,48.491
2019,764,,X,8541,13611.463
2019,764,,X,8541,34417.73
2019,764,,X,8541,839.44
2019,764,,X,8541,221389.337
2019,764,,X,8541,329718819.695
2019,764,,X,8541,350.915
2019,764,,X,8541,201.588
2019,764,,X,8541,2727.526
2019,764,,X,8541,13804.694
2019,764,,X,8541,1.069
2019,764,,X,8541,36055.639
2019,764,,X,8541,6109.016
2019,764,,X,8541,5800.001
2019,764,,X,8541,2308.757
2019,764,,X,8541,1082.158
2019,764,,X,8541,2304.65
2019,764,,X,8541,19442060.416
2019,764,,X,8541,164.843
2019,764,,X,8541,1599.986
2019,764,,X,8541,5686.682
2019,764,,X,8541,5955.524
2019,764,,X,8541,589529.342
2019,764,,X,8541,1231018.854
2019,764,,X,8541,337964.624
2019,764,,X,8541,2988.992
2019,764,,X,8541,80522.15
2019,764,,X,8541,44879.974
2019,764,,X,8541,1851651.05
2019,764,,X,8541,32856.692
2019,764,,X,8541,731.303
2019,764,,X,8541,4.508
2019,764,,X,8541,36917405.199
2019,764,,X,8541,38492419.326
2019,764,,X,8541,131393980.726
2019,764,,X,8541,55168236.503
2019,764,,X,8541,38553949.77
2019,764,,X,8541,93673096.857
2019,764,,X,8541,9631999.59
2019,764,,X,8541,112664545.441
2019,764,,X,8541,1929492940.079
2019,764,,X,8541,36.73
2019,764,,X,8541,428.51
2019,764,,X,8541,242.771
2019,764,,X,8541,9252259.826
2019,764,,X,8541,246375.98
2019,764,,X,8541,5532.996
2019,764,,X,8541,86.728
2019,764,,X,8541,705763.531
2019,764,,X,8541,4086.149
2019,764,,X,8541,231002.854
2019,764,,X,8541,80522.15
2019,764,,X,8541,684.466
2019,764,,X,8541,103926.393
2019,764,,X,8541,1847707.66
2019,764,,X,8541,2330429.967
2019,764,,X,8541,164.843
2019,764,,X,8541,1599.986
2019,764,,X,8541,107.029
2019,764,,X,8541,72.888
2019,764,,X,8541,3.692
2019,764,,X,8541,9352.804
2019,764,,X,8541,4131831.426
2019,764,,X,8541,1210976.961
2019,764,,X,8541,46503653.398
2019,764,,X,8541,560098.128
2019,764,,X,8541,445695430.244
2019,764,,X,8541,88.392
2019,764,,X,8541,457.615
2019,764,,X,8541,428.51
2019,764,,X,8541,19.991
2019,764,,X,8541,19.99
2019,764,,X,8541,265.009
2019,764,,X,8541,3.692
2019,764,,X,8541,5214.139
2019,764,,X,8541,41115.827
2019,764,,X,8541,784458.683
2019,764,,X,8541,57940874.755
2019,764,,X,8541,1674.826
2019,764,,X,8541,20252.721
2019,764,,X,8541,470663.568
2019,764,,X,8541,55838236.955
2019,764,,X,8541,274351.581
2019,764,,X,8541,200.101
2019,764,,X,8541,168291139.171
2019,764,,X,8541,600.018
2019,764,,X,8541,29.026
2019,764,,X,8471,2097.228
2019,764,,X,8471,11144.069
2019,764,,X,8471,7218376.509
2019,764,,X,8471,4706291957.761
2019,764,,X,8471,999354.238
2019,764,,X,8471,3890.703
2019,764,,X,8471,100.016
2019,764,,X,8471,2826.658
2019,764,,X,8471,395410.724
2019,764,,X,8471,7824473.134
2019,764,,X,8471,122888.879
2019,764,,X,8471,15770001.585
2019,764,,X,8471,67064740.96
2019,764,,X,8471,55857.812
2019,764,,X,8471,34512.921
2019,764,,X,8471,2.099
2019,764,,X,8471,11587742.773
2019,764,,X,8471,6250.267
2019,764,,X,8471,581501.855
2019,764,,X,8471,49448.856
2019,764,,X,8471,31.67
2019,764,,X,8471,95013.293
2019,764,,X,8471,2549.993
2019,764,,X,8471,644.879
2019,764,,X,8471,16669601.126
2019,764,,X,8471,22080.007
2019,764,,X,8471,56549.984
2019,764,,X,8471,8775.003
2019,764,,X,8471,10.01
2019,764,,X,8471,690303589.166
2019,764,,X,8471,11224.613
2019,764,,X,8471,249.986
2019,764,,X,8471,323.771
2019,764,,X,8471,400311.902
2019,764,,X,8471,2174.727
2019,764,,X,8471,680.713
2019,764,,X,8471,310.147
2019,764,,X,8471,199.998
2019,764,,X,8471,513769535.698
2019,764,,X,8471,5592943.33
2019,764,,X,8471,2672838551.694
2019,764,,X,8471,89692.437
2019,764,,X,8471,2821758.012
2019,764,,X,8471,158951094.35
2019,764,,X,8471,13891.423
2019,764,,X,8471,384745.565
2019,764,,X,8471,97940.126
2019,764,,X,8471,566270.999
2019,764,,X,8471,2049.997
2019,764,,X,8471,210.008
2019,764,,X,8471,13891.423
2019,764,,X,8471,5161.049
2019,764,,X,8471,46903648.231
2019,764,,X,8471,67646164.571
2019,764,,X,8471,3848446721.39
2019,764,,X,8471,13194.622
2019,764,,X,8471,3666.062
2019,764,,X,8471,20500.01
2019,764,,X,8471,9.249
2019,764,,X,8471,23495.572
2019,764,,X,8471,7614.624
2019,764,,X,8471,4044.986
2019,764,,X,8471,165.998
2019,764,,X,8471,1927084.136
2019,764,,X,8471,1820624712.162
2019,764,,X,8471,12089652.165
2019,764,,X,8471,868259.694
2019,764,,X,8471,23576.012
2019,764,,X,8471,380.004
2019,764,,X,8471,31.67
2019,764,,X,8471,9203387.071
2019,764,,X,8471,961602.866
2019,764,,X,8471,1885651.913
2019,764,,X,8471,29136.387
2019,764,,X,8471,743338.743
2019,764,,X,8471,64.654
2019,764,,X,8471,55857.812
2019,764,,X,8471,299.993
2019,764,,X,8471,252.942
2019,764,,X,8471,22.142
2019,764,,X,8471,63581.559
2019,764,,X,8471,95013.293
2019,764,,X,8471,30293675.79
2019,764,,X,8471,1353940.263
2019,764,,X,8471,40.023
2019,764,,X,8471,29166.379
2019,764,,X,8471,7234586.441
2019,764,,X,8471,566371.015
2019,764,,X,8471,119662440.094
2019,764,,X,8471,1924.99
2019,764,,X,8471,3551.322
2019,764,,X,8471,100.209
2019,764,,X,8471,2097.228
2019,764,,X,8471,752.942
2019,764,,X,8471,6219.713
2019,764,,X,8471,2790.514
2019,764,,X,8471,2742.462
2019,764,,X,8471,2870.006
2019,764,,X,8471,147.98
2019,764,,X,8471,332.013
2019,764,,X,8471,4603.972
2019,764,,X,8471,78747.08
2019,764,,X,8471,2044.822
2019,764,,X,8471,2549137.693
2019,764,,X,8471,7614.624
2019,764,,X,8471,8775.003
2019,764,,X,8471,31298.154
2019,764,,X,8471,1062.576
2019,764,,X,8471,20500.01
2019,764,,X,8471,300.643
2019,764,,X,8471,29.996
2019,764,,X,8471,983275.729
2019,764,,X,8471,13686.36
2019,764,,X,8471,2289645.687
2019,764,,X,8471,198400.997
2019,764,,X,8471,41326487.906
2019,764,,X,8471,11669536.736
2019,764,,X,8471,5161.049
2019,764,,X,8471,370664.535
2019,764,,X,8471,48223093.261
2019,764,,X,8471,13.342
2019,764,,X,8471,808.86
2019,764,,X,8471,38904424.635
2019,764,,X,8471,59.995
2019,764,,X,8471,16209.933
2019,764,,X,8471,1993.136
2019,764,,X,8471,82.011
2019,764,,X,8471,1111263.27
2019,764,,X,8471,8847.869
2019,764,,X,8471,40.978
2019,764,,X,8471,4990.321
2019,764,,X,8471,12800256.51
2019,764,,X,8471,222942764.137
2019,764,,X,8471,11311408.695
2019,764,,X,8471,387613.202
2019,764,,X,8471,35121399.4
2019,764,,X,8471,3.298
2019,764,,X,8471,82.137
2019,764,,X,8471,578.213
2019,764,,X,8471,33.037
2019,764,,X,8471,300.643
2019,764,,X,8471,40964090.715
2019,764,,X,8471,632219.919
2019,764,,X,8471,11900371827.821
2019,764,,X,8471,7853727749.369
2019,764,,X,8471,6109109.614
2019,764,,X,8471,999.997
2019,764,,X,8471,52995.435
2019,764,,X,8471,23495.572
2019,764,,X,8471,809.817
2019,764,,X,8471,16376.354
2019,764,,X,8471,7313.328
2019,764,,X,8471,15.003
2019,764,,X,8471,4501920.402
2019,764,,X,8471,76328554.802
2019,764,,X,8471,216841989.49
2019,764,,X,8471,698667.574
2019,764,,X,8471,3690017.705
2019,764,,X,8471,23626.684
2019,764,,X,8471,64270.572
2019,764,,X,8471,374589.015
2019,764,,X,8471,1993.136
2019,764,,X,8471,35023.291
2019,764,,X,8471,13241.027
2019,764,,X,8471,828.011
2019,764,,X,8471,34312.923
2019,764,,X,8471,835.989
2019,764,,X,8471,2546553.017
2019,764,,X,8471,1292018.538
2019,764,,X,8471,7182.216
2019,764,,X,8471,7063.311
2019,764,,X,8471,224572.73
2019,764,,X,8471,16376.354
2019,764,,X,8471,3416.076
2019,764,,X,8471,45432.934
2019,764,,X,8471,2542.073
2019,764,,X,8471,157.022
2019,764,,X,8471,8080.666
2019,764,,X,8471,999.997
2019,764,,X,8471,671011.682
2019,764,,X,8471,5577160.325
2019,764,,X,8471,1385.6
2019,764,,X,8471,4910.734
2019,764,,X,8471,475.011
2019,764,,X,8471,40.978
2019,764,,X,8471,329032.66
2019,764,,X,8471,1135592481.792
2019,764,,X,8471,12999.99
2019,764,,X,8471,280.018
2019,764,,X,8471,7681051.263
2019,764,,X,8471,194.991
2019,764,,X,8471,1021650.571
2019,764,,X,8471,66684561.705
2019,764,,X,8471,50.672
2019,764,,X,8471,2108021.624
2019,764,,X,8471,43390.343
2019,764,,X,8471,15.003
2019,764,,X,8471,1924.99
2019,764,,X,8471,10.01
2019,764,,X,8471,578.213
2019,764,,X,8471,5189226.948
2019,764,,X,8471,1075.788
2019,764,,X,8471,75554.663
2019,764,,X,8471,11824.782
2019,764,,X,8471,571194.756
2019,764,,X,8471,835.989
2019,764,,X,8471,97940.126
2019,764,,X,8471,1143650.644
2019,764,,X,8471,224732.721
2019,764,,X,8471,299.993
2019,764,,X,8471,12999.99
2019,764,,X,8471,1288380.416
2019,764,,X,8471,673056.505
2019,764,,X,8471,3392.387
2019,764,,X,8471,43999.479
2019,764,,X,8471,136999.997
2019,764,,X,8471,5874.366
2019,764,,X,8471,9665011.365
2019,764,,X,8471,98956052.26
2019,764,,X,8471,27314917.4
2019,764,,X,8471,687220.542
2019,764,,X,8471,689.013
2019,764,,X,8471,1514.566
2019,764,,X,8471,159.991
2019,764,,X,8471,500.0
2019,764,,X,8471,1180.012
2019,764,,X,8471,247.776
2019,764,,X,8471,29.992
2019,764,,X,8471,250.016
2019,764,,X,8471,45650.082
2019,764,,X,8471,502299.665
2019,764,,X,8471,3559941.965
2019,764,,X,8471,369678.282
2019,764,,X,8471,747700.971
2019,764,,X,8471,100.209
2019,764,,X,8471,56549.984
2019,764,,X,8471,22080.007
2019,764,,X,8471,94296.409
2019,764,,X,8471,40307.776
2019,764,,X,8471,64.654
2019,764,,X,8471,7182.216
2019,764,,X,8471,13686.36
2019,764,,X,8471,31608.301
2019,764,,X,8471,1062.576
2019,764,,X,8471,3549.994
2019,764,,X,8471,54175.447
2019,764,,X,8471,40000.0
