STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2007,2010,2012,2014,2016,2018,2023
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CHN,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,China,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.31273,3.310056,3.462837,3.503218,3.704961,3.535715,3.6
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LSO,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lesotho,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,73.0,,143.0,129.0,151.0,110.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ISL,LPI_CTMS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Iceland,Logistics Performance Index (LPI): Customs and other border control component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,3.223333,3.533333,3.538461,3.128526,2.769231,3.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,COG,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Congo, Rep.",Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,101.0,141.0,146.0,133.0,127.0,65.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NIC,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_LOG,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Nicaragua,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Logistics,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,92.0,114.0,,98.0,96.0,,76.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MNG,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Mongolia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.447358,2.432583,2.620651,2.701836,2.576895,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,RWA,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Rwanda,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,1.53333,1.625,1.875,2.32197,2.621956,2.75505,2.9
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PAN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Panama,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,64.0,81.0,57.0,56.0,47.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NZL,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_HP,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,New Zealand,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Highest performer (%),Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,86.1402084521338,85.02730819245775,77.43073561982115,84.68630354489439,74.02431580980215,89.82334221682464,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,UKR,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Ukraine,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.41176,2.587013,2.84786,2.840639,2.548983,2.842631,2.6
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SEN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_HP,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Senegal,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Highest performer (%),Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,42.83196697344326,59.82269742651191,47.729150784131996,51.959603879969876,41.156992616477474,39.119159979059454,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TTO,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Trinidad and Tobago,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,,,,119.0,144.0,93.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SVK,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_INF,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Slovak Republic,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Infrastructure,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,52.0,42.0,48.0,37.0,39.0,48.0,44.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LKA,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Sri Lanka,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,152.0,116.0,120.0,,135.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IDN,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Indonesia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.04762,2.824159,2.965862,2.873931,2.901908,3.228333,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NOR,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Norway,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,17.0,13.0,23.0,1.0,24.0,23.0,20.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TUR,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Turkiye,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.07143,3.151137,3.379626,3.182316,3.412406,3.060677,3.4
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PAN,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Panama,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,48.0,49.0,74.0,40.0,42.0,45.0,47.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,UZB,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Uzbekistan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,133.0,83.0,127.0,145.0,130.0,120.0,91.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LAO,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lao PDR,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.0,1.94862,2.402098,2.20625,1.761834,2.441327,2.3
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BOL,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Bolivia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,128.0,97.0,89.0,108.0,146.0,117.0,120.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,DOM,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_INF,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Dominican Republic,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Infrastructure,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.18421,2.342563,2.607577,2.610672,2.289697,2.357383,2.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LTU,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lithuania,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.6,3.266135,2.727273,3.173407,3.68158,3.123323,3.1
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TWN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Taiwan, China",Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,16.0,16.0,16.0,15.0,18.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,FRA,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_INF,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,France,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Infrastructure,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.82353,3.998233,3.96164,3.982774,4.011015,3.99688,3.8
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MDA,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Moldova,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.72727,3.1688,2.743191,2.887574,3.159559,3.166819,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ARE,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,United Arab Emirates,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,17.0,33.0,13.0,32.0,18.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GRC,LPI_CTMS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Greece,Logistics Performance Index (LPI): Customs and other border control component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.05882,2.476914,2.383333,3.360818,2.854825,2.839182,3.2
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LTU,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lithuania,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.7,2.849468,2.909091,2.992647,3.492151,2.955624,3.6
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GRC,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_HP,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Greece,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Highest performer (%),Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,73.90920403822487,62.80142561286905,58.62954693706886,70.519346197593,69.42154088990992,68.8614575172953,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ARG,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Argentina,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.0,3.150037,3.302219,3.150335,3.260731,3.046989,2.9
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MWI,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Malawi,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,106.0,,64.0,48.0,,126.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CRI,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Costa Rica,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.57143,3.128968,2.805946,2.82807,2.773504,2.95836,2.9
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,STP,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Sao Tome and Principe,Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,25.0,,136.0,66.0,142.0,121.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,HTI,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Haiti,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,103.0,108.0,151.0,151.0,159.0,147.0,137.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,DZA,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Algeria,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,103.0,136.0,116.0,94.0,91.0,124.0,117.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LKA,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Sri Lanka,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,92.0,137.0,81.0,89.0,,94.0,73.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GBR,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,United Kingdom,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,6.0,8.0,13.0,12.0,11.0,13.0,22.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NGA,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Nigeria,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,97.0,116.0,128.0,51.0,82.0,92.0,87.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,RUS,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Russian Federation,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,137.0,115.0,138.0,133.0,141.0,97.0,90.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,RUS,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Russian Federation,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.368381310132528,2.608572,2.584962,2.694479,2.570864,2.756889,2.6
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GMB,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Gambia, The",Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.66667,2.538461,2.629644,2.666667,,2.705325,2.6
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NGA,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_LOG,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Nigeria,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Logistics,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.38095,2.446816,2.520195,2.702476,2.735254,2.398611,2.3
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LTU,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lithuania,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,80.0,54.0,82.0,39.0,27.0,66.0,39.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CYP,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Cyprus,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,50.0,32.0,36.0,65.0,98.0,48.0,41.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ZWE,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_HP,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Zimbabwe,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Highest performer (%),Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,40.317920957210376,,49.558754794352694,42.89837580794001,33.55297806828155,34.987992918195665,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,COG,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Congo, Rep.",Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.333333,2.347972,2.166667,2.484848,2.377966,2.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ECU,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Ecuador,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,89.0,72.0,96.0,95.0,86.0,55.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,VNM,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Viet Nam,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.8888545877667835,2.964607,3.004475,3.154763,2.976629,3.27398,3.3
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MLT,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Malta,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,104.0,56.0,52.0,56.0,75.0,41.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MLT,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Malta,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,64.0,43.0,51.0,56.0,69.0,43.0
