STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2007,2010,2012,2014,2016,2018,2023
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TUN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Tunisia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.7644200714113607,2.835479,3.168596,2.550996,2.496688,2.569547,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MNE,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Montenegro,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,74.0,116.0,62.0,138.0,75.0,80.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,HRV,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Croatia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.45455,3.220251,3.54321,3.368421,3.389019,3.593939,3.2
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MEX,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Mexico,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.4,3.6645,3.471374,3.570401,3.377595,3.529618,3.5
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CYP,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Cyprus,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,62.0,75.0,51.0,65.0,38.0,45.0,46.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GUY,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Guyana,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,129.0,141.0,136.0,131.0,90.0,137.0,117.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,OMN,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Oman,Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,79.0,137.0,77.0,31.0,40.0,36.0,26.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CHN,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_INF,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,China,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Infrastructure,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.20285,3.539999,3.613997,3.669272,3.752359,3.753218,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,COM,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Comoros,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,85.0,120.0,146.0,128.0,98.0,107.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TWN,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Taiwan, China",Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.60465,4.03606,3.718666,3.791858,3.586752,3.670812,4.2
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ROU,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Romania,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.6,2.357143,2.65442,2.832622,3.0,2.580718,2.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,FIN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Finland,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,4.030718,4.289022,3.928353,4.069134,4.255264,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NGA,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Nigeria,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.404794,2.241127,2.622185,2.459781,2.205165,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,RWA,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Rwanda,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,148.0,150.0,148.0,113.0,76.0,65.0,59.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ARM,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_LOG,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Armenia,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Logistics,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.11111,2.585741,2.403846,2.75,2.206495,2.503441,2.6
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GBR,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,United Kingdom,Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,6.0,8.0,13.0,12.0,11.0,13.0,22.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MDV,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Maldives,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.403898,2.545227,2.747544,2.513077,2.665471,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SDN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Sudan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,153.0,153.0,158.0,128.0,141.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BFA,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Burkina Faso,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,115.0,105.0,132.0,88.0,84.0,100.0,130.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CYP,LPI_CTMS,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Cyprus,Logistics Performance Index (LPI): Customs and other border control component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,41.0,42.0,39.0,53.0,44.0,37.0,56.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,DNK,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_INF,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Denmark,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Infrastructure,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,14.0,15.0,10.0,17.0,24.0,17.0,9.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GRC,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Greece,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.357951769936769,2.955919,2.83265,3.201602,3.239516,3.204561,3.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,USA,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,United States,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,20.0,36.0,17.0,26.0,19.0,23.0,26.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TUN,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Tunisia,Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.83333,2.561905,3.25,2.422016,2.666667,2.864583,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,EGY,LPI_TRC,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Egypt, Arab Rep.",Logistics Performance Index (LPI): Tracking and tracing component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.61538,2.563272,2.858646,3.232103,3.150352,2.724389,2.9
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,DNK,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Denmark,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,5.0,1.0,2.0,6.0,2.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GNB,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Guinea-Bissau,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,132.0,153.0,98.0,101.0,148.0,126.0,65.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PNG,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Papua New Guinea,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,2.205888,2.128853,2.148158,2.219641,1.950027,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GIN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Guinea,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,52.0,79.0,91.0,97.0,126.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,YEM,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TRC,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Yemen, Rep.",Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Tracking and tracing,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.3,2.630952,3.122449,2.207589,,2.161905,2.3
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SGP,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Singapore,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,4.0354,3.861348,3.985163,3.703168,3.956593,3.580094,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LSO,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_HP,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lesotho,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Highest performer (%),Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,40.87430519005652,,39.54036917755477,43.97362189352088,31.80389012038871,39.89655917767107,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GHA,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Ghana,Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,115.0,129.0,76.0,93.0,85.0,109.0,111.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SLE,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Sierra Leone,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,140.0,154.0,151.0,,155.0,156.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CAN,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Canada,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,3.967406,3.935611,3.945324,4.0317,3.892527,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,DEU,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_IS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Germany,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: International Shipping,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,3.90984,3.656494,3.670993,3.744272,3.857241,3.858998,3.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MAR,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Morocco,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.33333,,3.140404,,2.46142,2.434603,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GNB,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Guinea-Bissau,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.14286,1.885397,2.393939,2.428571,2.444444,2.007955,2.7
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,KOR,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_SC_UB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Korea, Rep.",Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Score - Upper bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,3.702779,3.755784,3.751415,3.792088,3.735609,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,AUT,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_LOG,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Austria,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Logistics,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,4.0,20.0,3.0,26.0,4.0,6.0,11.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NPL,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_CI,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Nepal,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Confidence Interval,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,0.17153751266008785,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GRD,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_TML,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Grenada,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Timeliness,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,,,,,,3.1
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,UZB,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK_LB,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Uzbekistan,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank - Lower bound,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,,53.0,61.0,94.0,89.0,75.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MMR,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Myanmar,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.07143,1.9375,2.235294,1.968452,2.428571,2.166667,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NAM,LPI_LOG,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Namibia,Logistics Performance Index (LPI): Quality of logistics services component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,1.83333,2.041667,2.649181,2.687787,2.630057,,2.9
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,URY,LPI_OVR,_Z,_Z,_Z,SCORE,_T,WB_LPI_RK,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Uruguay,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Total,Metric: Rank,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,79.0,77.0,56.0,91.0,65.0,85.0,61.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MDG,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Madagascar,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,107.0,60.0,108.0,136.0,131.0,128.0,137.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TGO,LPI_OVR,_Z,_Z,_Z,SCORE,WB_LPI_CTMS,WB_LPI_SC,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Togo,Logistics Performance Index (LPI) Overall Score,Not applicable,Not applicable,Not applicable,Score,Component: Customs,Metric: Score,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.1,2.404762,2.285714,2.090909,2.490787,2.314394,2.3
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,KAZ,LPI_TML,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Kazakhstan,Logistics Performance Index (LPI): Timeliness of shipments component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,120.0,86.0,132.0,69.0,92.0,50.0,93.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IRN,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,"Iran, Islamic Rep.",Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.58824,2.441739,2.491403,,2.666667,2.756771,2.4
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LSO,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_RK,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Lesotho,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Rank,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,115.0,,132.0,110.0,149.0,145.0,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,UGA,LPI_IS,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,_Z,NUMBER,2,WB_LPI,602,0,PU,A,Biennial,Uganda,Logistics Performance Index (LPI): International shipping component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public,2.41667,3.018759,,,2.878613,2.760893,
